1, 1, 2.0, 1.0, 1.0, -0.724563577652313, -0.5197540072358806, 0, 0.07153387538839431, 50.25005516278481, 0
2, 1, 1.0, 0.4844336530803066, 0.22614482676905784, -0.2953354546316856, -0.11129825507785658, 0, 0.009646641657269223, 50.250006822490434, 0
3, 1, 3.0, 0.1959333556500853, -0.012523683157750792, -0.11123401217983457, 0.03121687103735705, 0, 0.0031300901551177328, 50.250000002459714, 0
4, 1, 4.0, 0.07518911406278403, 0.08283488846810497, -0.05495982199717561, -0.04969930172721228, 0, 0.004915674367387778, 50.25001126510743, 0
5, 1, 3.0, 0.12780810769247591, 0.05766791860791526, -0.08212181254385086, -0.025716697769046386, 0, 0.0009455907830299115, 50.250002546879664, 0
6, 1, 4.0, 0.010168160868637588, 0.0606301039122753, -0.013382832388487038, -0.04266786709299894, 0, 0.0015517726890813734, 50.25000212053431, 0
7, 1, 3.0, 0.06661547138233548, 0.042055556945554004, -0.044682930135923365, -0.021748669954973918, 0, 0.00027205920451184225, 50.250006642268154, 0
8, 1, 2.0, -0.0020593202820097106, 0.03290908978485026, -0.002624732567213811, -0.024307167881593147, 0, 1.899205970335592e-5, 50.25000239288984, 0
9, 1, 4.0, 0.0011674544360718415, -0.008623583819997956, 0.0004158003371793227, 0.006432732184597887, 0, 2.4509971441257018e-5, 50.2499998948973, 0
10, 1, 4.0, -0.00792327286029693, -0.00593675094416117, 0.005559622899213603, 0.003186544399552497, 0, 3.275828747477531e-5, 50.25000085482574, 0
11, 1, 1.0, -0.010689615500522463, -0.0040925352730666106, 0.006997980742695478, 0.0015238573949182888, 0, 1.4940051131686523e-6, 50.25000087835135, 0
12, 1, 3.0, -0.0024315564094917995, 0.00020745199396458814, 0.0014433235565911877, -0.0003982250467224843, 0, 4.0551835163412375e-7, 50.25003072674963, 0
13, 1, 1.0, -0.0008229230992447003, -0.0009715833843964464, 0.000630813817795324, 0.0006319681727575859, 0, 3.2308507313527273e-8, 50.25003075926148, 0
14, 1, 4.0, -0.00023919643730165203, -0.00026776887365537075, 0.00016495481291889892, 0.00016056668964239078, 0, 5.067994658816326e-8, 50.25195262679205, 0
15, 1, 3.0, -0.00040755208429691726, -0.00019131097259969263, 0.0002635964061957549, 7.943990339080492e-5, 0, 1.1169096146156307e-8, 50.25195262563963, 0
16, 1, 1.0, -2.674202227395824e-5, -0.00020959706897731258, 2.9839912093823242e-5, 0.0001519681645554669, 0, 3.7797104970120955e-9, 50.2519526283342, 0
17, 1, 2.0, -6.876284275510305e-5, -0.00010188679770671224, 4.9063057933851504e-5, 6.472433526132387e-5, 0, 2.4231557111454296e-10, 50.251952628817634, 0
18, 1, 1.0, -3.091655405757792e-5, -3.2848744833703816e-6, 1.9432059451630982e-5, -2.241203264058668e-6, 0, 1.1598200170819755e-11, 50.25195262890256, 0
19, 1, 1.0, -5.179367001948091e-6, 4.406121533930861e-6, 2.9790310638517466e-6, -4.079164337614499e-6, 0, 2.7854375310011688e-12, 50.25195262931425, 0
